Item 1,Item 2,Result,Result Description
Shining Gem,Fish Scale,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Fortune Sphere,Miracle Drink,High critical hit rate for all party members.
Shining Gem,Frag Grenade,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Friend Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Gambler's Spirit,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Shining Gem,Gold Hourglass,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Grenade,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Healing Spring,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Healing Water,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Shining Gem,Hi-Potion,Megalixir,Full HP and MP recovery for all party members.
Shining Gem,Holy Water,Megalixir,Full HP and MP recovery for all party members.
Shining Gem,HP Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Hypello Potion,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Ice Gem,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Lv. 1 Key Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Lv. 2 Key Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Lv. 3 Key Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Lv. 4 Key Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Light Curtain,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Lightning Gem,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Lightning Marble,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Luck Sphere,Miracle Drink,High critical hit rate for all party members.
Shining Gem,Lunar Curtain,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Magic Defense Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Magic Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Mana Distiller,Megalixir,Full HP and MP recovery for all party members.
Shining Gem,Mana Sphere,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Gem,Mana Spring,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Mana Tablet,Hot Spurs,Overdrive Gauges fill up at 1.5x rate for all party members.
Shining Gem,Mana Tonic,Hot Spurs,Overdrive Gauges fill up at 1.5x rate for all party members.
Shining Gem,Map,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Master Sphere,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Shining Gem,Megalixir,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Shining Gem,Mega Phoenix,Final Phoenix,Restores full HP and revives all KO'd party members with full HP.
Shining Gem,Mega Potion,Megalixir,Full HP and MP recovery for all party members.
Shining Gem,MP Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Musk,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Pendulum,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Shining Gem,Petrify Grenade,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Phoenix Down,Final Phoenix,Restores full HP and revives all KO'd party members with full HP.
Shining Gem,Poison Fang,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Potion,Megalixir,Full HP and MP recovery for all party members.
Shining Gem,Power Distiller,Megalixir,Full HP and MP recovery for all party members.
Shining Gem,Power Sphere,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Gem,Purifying Salt,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Remedy,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Shining Gem,Rename Card,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Return Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Shadow Gem,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Shining Gem,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Shining Thorn,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Silence Grenade,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Silver Hourglass,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Skill Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Sleeping Powder,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Smoke Bomb,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,Soft,Megalixir,Full HP and MP recovery for all party members.
Shining Gem,Soul Spring,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Special Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Speed Sphere,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Gem,Stamina Spring,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Stamina Tablet,Mega Vitality,Doubles max HP of all party members.
Shining Gem,Stamina Tonic,Hot Spurs,Overdrive Gauges fill up at 1.5x rate for all party members.
Shining Gem,Star Curtain,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Gem,Strength Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Supreme Gem,Sunburst,"Deals exactly 19,998 damage to all enemies."
Shining Gem,Teleport Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Tetra Elemental,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Shining Gem,Three Stars,Sunburst,"Deals exactly 19,998 damage to all enemies."
Shining Gem,Turbo Ether,Freedom X,No MP Cost for all party members.
Shining Gem,Twin Stars,Hot Spurs,Overdrive Gauges fill up at 1.5x rate for all party members.
Shining Gem,Underdog's Secret,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Shining Gem,Warp Sphere,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Shining Gem,Water Gem,Cluster Bomb,Deals large amounts of damage to all enemies.
Shining Gem,White Magic Sphere,Tallboy,Deals very large amounts of damage to all enemies.
Shining Gem,Wings to Discovery,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Shining Gem,Winning Formula,Trio of 9999,All abilities inflict a minimum of 9999 damage or restoration with each hit for all party members.
Shining Gem,X-Potion,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,Ability Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Shining Thorn,Ability Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Accuracy Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Agility Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Shining Thorn,Agility Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Al Bhed Potion,Mighty G,"Bestows Protect, Shell, and Haste on all party members."
Shining Thorn,Amulet,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Antarctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Antidote,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,Arctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Attribute Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Black Magic Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Blessed Gem,Tallboy,Deals very large amounts of damage to all enemies.
Shining Thorn,Bomb Core,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Bomb Fragment,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Candle of Life,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Chocobo Feather,Super Mighty G,"Bestows Protect, Shell, Haste, and Regen on all party members."
Shining Thorn,Chocobo Wing,Super Mighty G,"Bestows Protect, Shell, Haste, and Regen on all party members."
Shining Thorn,Clear Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Dark Matter,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Shining Thorn,Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Designer Wallet,Miracle Drink,High critical hit rate for all party members.
Shining Thorn,Door to Tomorrow,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Dragon Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Dream Powder,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Echo Screen,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,Electro Marble,Electroshock,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Elixir,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Shining Thorn,Ether,Mega Mana,Doubles max MP of all party members.
Shining Thorn,Evasion Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Eye Drops,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,Farplane Shadow,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Farplane Wind,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Fire Gem,Abaddon Flame,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Shining Thorn,Fish Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Fortune Sphere,Hero Drink,High critical hit rate for one party member.
Shining Thorn,Frag Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Friend Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Gambler's Spirit,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Gold Hourglass,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Grenade,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Healing Spring,Ultra NulAll,Bestows all four Nul-Spells and all stat boosts x5 on all party members.
Shining Thorn,Healing Water,Mighty G,"Bestows Protect, Shell, and Haste on all party members."
Shining Thorn,Hi-Potion,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,Holy Water,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,HP Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Hypello Potion,Hyper NulAll,"Bestows all four Nul-Spells, plus Cheer x5 and Focus x5 on all party members."
Shining Thorn,Ice Gem,Krysta,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Shining Thorn,Lv. 1 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Lv. 2 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Lv. 3 Key Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Lv. 4 Key Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Light Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Shining Thorn,Lightning Gem,Thunderblast,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Shining Thorn,Lightning Marble,Electroshock,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Luck Sphere,Miracle Drink,High critical hit rate for all party members.
Shining Thorn,Lunar Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Shining Thorn,Magic Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Magic Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Mana Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Shining Thorn,Mana Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Mana Spring,Hyper NulAll,"Bestows all four Nul-Spells, plus Cheer x5 and Focus x5 on all party members."
Shining Thorn,Mana Tablet,Hyper Mana,Doubles max MP and casts Focus on all party members.
Shining Thorn,Mana Tonic,Hyper Mana,Doubles max MP and casts Focus on all party members.
Shining Thorn,Map,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Master Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Megalixir,Final Elixir,"Cures abnormal status effects, gives full HP and MP recovery, and revives all KO'd party members with full HP."
Shining Thorn,Mega Phoenix,Final Phoenix,Restores full HP and revives all KO'd party members with full HP.
Shining Thorn,Mega Potion,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,MP Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Musk,Hyper NulAll,"Bestows all four Nul-Spells, plus Cheer x5 and Focus x5 on all party members."
Shining Thorn,Pendulum,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Petrify Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Phoenix Down,Mega Phoenix,Revives all KO'd party members with full HP.
Shining Thorn,Poison Fang,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Potion,Panacea,Cures abnormal status effects for all party members.
Shining Thorn,Power Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Shining Thorn,Power Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Purifying Salt,Hyper NulAll,"Bestows all four Nul-Spells, plus Cheer x5 and Focus x5 on all party members."
Shining Thorn,Remedy,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,Rename Card,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Return Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Shadow Gem,Nega Burst,Reduces enemies' HP by three-quarters of their current HP.
Shining Thorn,Shining Gem,Tallboy,Deals very large amounts of damage to all enemies.
Shining Thorn,Shining Thorn,Hyper NulAll,"Bestows all four Nul-Spells, plus Cheer x5 and Focus x5 on all party members."
Shining Thorn,Silence Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Silver Hourglass,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Skill Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Sleeping Powder,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Smoke Bomb,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Shining Thorn,Soft,Megalixir,Full HP and MP recovery for all party members.
Shining Thorn,Soul Spring,Hyper NulAll,"Bestows all four Nul-Spells, plus Cheer x5 and Focus x5 on all party members."
Shining Thorn,Special Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Speed Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Shining Thorn,Stamina Spring,Hyper NulAll,"Bestows all four Nul-Spells, plus Cheer x5 and Focus x5 on all party members."
Shining Thorn,Stamina Tablet,Mega Vitality,Doubles max HP of all party members.
Shining Thorn,Stamina Tonic,Hyper Vitality,Doubles max HP and bestows Cheer x5 on all party members.
Shining Thorn,Star Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Shining Thorn,Strength Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Supreme Gem,Tallboy,Deals very large amounts of damage to all enemies.
Shining Thorn,Teleport Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Tetra Elemental,Mighty G,"Bestows Protect, Shell, and Haste on all party members."
Shining Thorn,Three Stars,Freedom X,No MP Cost for all party members.
Shining Thorn,Turbo Ether,Mega Mana,Doubles max MP of all party members.
Shining Thorn,Twin Stars,Freedom X,No MP Cost for all party members.
Shining Thorn,Underdog's Secret,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Warp Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Water Gem,Dark Rain,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Shining Thorn,White Magic Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Shining Thorn,Wings to Discovery,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,Winning Formula,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Shining Thorn,X-Potion,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,Ability Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silence Grenade,Ability Sphere,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Accuracy Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Agility Distiller,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silence Grenade,Agility Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Al Bhed Potion,Ultra Cure,Cures abnormal status effects and gives 50% HP recovery for all party members.
Silence Grenade,Amulet,Tallboy,Deals very large amounts of damage to all enemies.
Silence Grenade,Antarctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Antidote,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,Arctic Wind,Black Ice,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Attribute Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Black Magic Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Blessed Gem,Cluster Bomb,Deals large amounts of damage to all enemies.
Silence Grenade,Bomb Core,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Bomb Fragment,Brimstone,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Candle of Life,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Chocobo Feather,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Chocobo Wing,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Clear Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Dark Matter,Quartet of 9,All abilities inflict a minimum of 9999 damage or restoration with each hit for one party member.
Silence Grenade,Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Designer Wallet,Miracle Drink,High critical hit rate for all party members.
Silence Grenade,Door to Tomorrow,Tallboy,Deals very large amounts of damage to all enemies.
Silence Grenade,Dragon Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Dream Powder,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Echo Screen,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,Electro Marble,Electroshock,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Elixir,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Silence Grenade,Ether,Mega Mana,Doubles max MP of all party members.
Silence Grenade,Evasion Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Eye Drops,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,Farplane Shadow,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Farplane Wind,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Fire Gem,Abaddon Flame,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Silence Grenade,Fish Scale,Aqua Toxin,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Fortune Sphere,Hero Drink,High critical hit rate for one party member.
Silence Grenade,Frag Grenade,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Friend Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Gambler's Spirit,Tallboy,Deals very large amounts of damage to all enemies.
Silence Grenade,Gold Hourglass,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Grenade,Blaster Mine,"Deals small amounts of damage plus Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Healing Spring,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Healing Water,Super Elixir,Cures abnormal status effects and gives full HP and MP recovery for all party members.
Silence Grenade,Hi-Potion,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,Holy Water,Megalixir,Full HP and MP recovery for all party members.
Silence Grenade,HP Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Hypello Potion,Hazardous Shell,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for four rounds on all enemies."
Silence Grenade,Ice Gem,Krysta,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Silence Grenade,Lv. 1 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Lv. 2 Key Sphere,Calamity Bomb,"Deals medium amounts of damage plus Poison, Darkness, Silence and Sleep for five rounds on all enemies."
Silence Grenade,Lv. 3 Key Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Lv. 4 Key Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
Silence Grenade,Light Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Silence Grenade,Lightning Gem,Thunderblast,"Deals large amounts of damage in three bursts plus Poison, Darkness, Silence, Sleep and Full Break for three rounds on all enemies."
Silence Grenade,Lightning Marble,Electroshock,"Deals medium amounts of damage in three bursts plus Poison, Darkness, Silence and Sleep for three rounds on all enemies."
Silence Grenade,Luck Sphere,Miracle Drink,High critical hit rate for all party members.
Silence Grenade,Lunar Curtain,Mega NulAll,Bestows all four Nul-Spells on all party members.
Silence Grenade,Magic Defense Sphere,Chaos Grenade,"Deals very large amounts of damage plus Full Break, Slow, Poison, Darkness, Silence and Sleep for eight rounds on all enemies."
